id,gender,yob,numberOfRides,duration,rideFrequency
3ddd3a12-ade0-4a7e-b9bb-dbc524be75f6,M,2091,390,428,0.911214953271028
3df424f4-43c6-43c0-9c73-9cb11a0dd59e,M,1981,478,852,0.5610328638497653
3e92e6b9-0e9b-4ab2-abbc-e235f90c3465,M,1996,242,283,0.8551236749116607
3e94d66a-1582-44d7-80d3-223a5560c0d7,M,1997,494,543,0.9097605893186004
3ec7b1f1-adfc-4f89-8785-371ddd363d35,M,2054,1292,2357,0.5481544336020365
3f1fe8ba-956b-4c49-a09f-9a101c5eff51,M,1997,387,573,0.675392670157068
3f20aeef-0e81-4bf7-90a2-a6c837e4c8d5,M,1963,468,493,0.949290060851927
3f42c575-a7ff-4b5c-99dc-5d49de8451b2,M,1968,3916,4526,0.8652231551038444
402c3bcd-79ac-46af-a55c-610da4e0cb56,M,1988,436,593,0.7352445193929174
403f77a3-d594-4444-b1ee-54be7dfeedd3,F,1970,1160,1755,0.6609686609686609
404890ef-3538-452c-be86-ccffdd5ffb60,M,1961,239,323,0.739938080495356
40b1ac78-64e1-44c3-93e7-e384012ea444,M,1987,475,610,0.7786885245901639
40b4eda6-1432-4f61-859f-a595d7a4cbef,M,1996,474,831,0.5703971119133574
40badb27-9669-4933-b032-806ec26d79c0,M,2000,237,267,0.8876404494382022
40efd42e-0dde-4396-a2f5-45ef6e248bce,M,1971,1048,2051,0.5109702584105315
41556e5c-6653-48ed-9120-195cac1770c3,M,1976,1266,2042,0.6199804113614104
41611ac9-2a4d-4a3f-95ef-86469cdc8057,M,1977,204,343,0.5947521865889213
41a8bd94-c9eb-4849-a274-f2dcba62fe85,M,1981,656,1281,0.5120999219359875
41aef225-e6a0-4f4f-b923-e8fa622ff8dc,M,1985,334,594,0.5622895622895623
41b9f2c6-acfe-4957-8881-bd6a94ce49e4,M,2003,219,351,0.6239316239316239
